[2026-08-04 23:27:26] [INIT] Fast Retry Limit Reached. Entering persistent loop mode.
[2026-08-04 23:27:26] [INIT] Starting dial initialization...
[2026-08-04 23:27:26] [INIT] Waiting for ql_data_call_init...
[2026-08-04 23:27:26] [INIT] data_call_init OK.
[2026-08-04 23:27:26] [INIT] ql_nw_init OK.
[2026-08-04 23:27:26] [SIM] sim_init OK
[2026-08-04 23:27:26] [INIT] ICCID: (empty)
[2026-08-04 23:27:26] [INIT] SIM init state: UNKNOWN
[2026-08-04 23:27:26] [INIT] IMEI:  865965086914080
[2026-08-04 23:27:26] [INIT] FW:    (unknown)
[2026-08-04 23:27:26] [INIT] SUB:   (unknown)
[2026-08-04 23:27:26] [INIT] AP_FW: (unknown)
[2026-08-04 23:27:26] [INIT] CP_FW: (unknown)
[2026-08-04 23:27:26] [INIT] IMSI:  460089087110299
[2026-08-04 23:27:26] [APN] load from apn.json (path=/usr/dial/apn.json, count=0)
[2026-08-04 23:27:26] [INIT] APN set success
[2026-08-04 23:27:26] [INIT] set_reconnect_mode(NORMAL): OK
[2026-08-04 23:27:26] [INIT] ql_data_call_config: OK
[2026-08-04 23:27:26] [INIT] Starting Data Call...
[2026-08-04 23:27:26] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:0s
[2026-08-04 23:29:06] [DIAG] IP:10.1.2.3 | CEER:0,-1 | PDP:+CGACT: 1,1
[2026-08-04 23:29:06] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:27s
[2026-08-04 23:29:06] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:57s
[2026-08-04 23:29:06] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:87s
[2026-08-04 23:30:46] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:117s
[2026-08-04 23:30:46] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:147s
[2026-08-04 23:30:46] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:177s
[2026-08-04 23:30:46] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:208s
[2026-08-04 23:32:26] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:238s
[2026-08-04 23:32:26] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:268s
