[2026-08-04 23:26:55] [INIT] Fast Retry Limit Reached. Entering persistent loop mode.
[2026-08-04 23:26:55] [INIT] Starting dial initialization...
[2026-08-04 23:26:55] [INIT] Waiting for ql_data_call_init...
[2026-08-04 23:26:55] [INIT] data_call_init OK.
[2026-08-04 23:26:55] [INIT] ql_nw_init OK.
[2026-08-04 23:26:55] [SIM] sim_init OK
[2026-08-04 23:26:55] [INIT] ICCID: (empty)
[2026-08-04 23:26:55] [INIT] SIM init state: UNKNOWN
[2026-08-04 23:26:55] [INIT] IMEI:  865965086914080
[2026-08-04 23:26:55] [INIT] FW:    (unknown)
[2026-08-04 23:26:55] [INIT] SUB:   (unknown)
[2026-08-04 23:26:55] [INIT] AP_FW: (unknown)
[2026-08-04 23:26:55] [INIT] CP_FW: (unknown)
[2026-08-04 23:26:55] [INIT] IMSI:  460089087110299
[2026-08-04 23:26:55] [APN] load from apn.json (path=/usr/dial/apn.json, count=0)
[2026-08-04 23:26:55] [INIT] APN set success
[2026-08-04 23:26:55] [INIT] set_reconnect_mode(NORMAL): OK
[2026-08-04 23:26:55] [INIT] ql_data_call_config: OK
[2026-08-04 23:26:55] [INIT] Starting Data Call...
[2026-08-04 23:26:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:0s
[2026-08-04 23:26:55] [DIAG] IP:10.1.2.3 | CEER:0,-1 | PDP:+CGACT: 1,1
[2026-08-04 23:26:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:26s
[2026-08-04 23:26:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:56s
[2026-08-04 23:29:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:86s
[2026-08-04 23:29:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:116s
[2026-08-04 23:29:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:146s
[2026-08-04 23:29:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:176s
[2026-08-04 23:29:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:206s
[2026-08-04 23:31:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:237s
[2026-08-04 23:31:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:267s
[2026-08-04 23:31:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:297s
[2026-08-04 23:31:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:327s
[2026-08-04 23:31:55] [INFO] never-connected, policy recovery (L1/L2/L3) gated. Downtime 332s, REG=1, suspected SIM/account issue (e.g. suspended / no data plan).
[2026-08-04 23:31:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:357s
[2026-08-04 23:34:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:387s
[2026-08-04 23:34:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:417s
[2026-08-04 23:34:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:447s
[2026-08-04 23:34:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:478s
[2026-08-04 23:34:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:508s
[2026-08-04 23:36:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:538s
[2026-08-04 23:36:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:568s
[2026-08-04 23:36:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:598s
[2026-08-04 23:36:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:628s
[2026-08-04 23:36:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:659s
[2026-08-04 23:39:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:689s
[2026-08-04 23:39:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:719s
[2026-08-04 23:39:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:749s
[2026-08-04 23:39:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:779s
[2026-08-04 23:39:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:809s
[2026-08-04 23:41:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:839s
[2026-08-04 23:41:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:870s
[2026-08-04 23:41:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:900s
[2026-08-04 23:41:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:930s
[2026-08-04 23:41:55] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:960s
[2026-08-04 23:44:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:990s
[2026-08-04 23:44:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:1020s
[2026-08-04 23:44:25] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:1050s
