[2026-08-04 23:27:17] [INIT] Fast Retry Limit Reached. Entering persistent loop mode.
[2026-08-04 23:27:17] [INIT] Starting dial initialization...
[2026-08-04 23:27:17] [INIT] Waiting for ql_data_call_init...
[2026-08-04 23:27:17] [INIT] data_call_init OK.
[2026-08-04 23:27:17] [INIT] ql_nw_init OK.
[2026-08-04 23:27:17] [SIM] sim_init OK
[2026-08-04 23:27:17] [INIT] ICCID: (empty)
[2026-08-04 23:27:17] [INIT] SIM init state: UNKNOWN
[2026-08-04 23:27:17] [INIT] IMEI:  865965086914080
[2026-08-04 23:27:17] [INIT] FW:    (unknown)
[2026-08-04 23:27:17] [INIT] SUB:   (unknown)
[2026-08-04 23:27:17] [INIT] AP_FW: (unknown)
[2026-08-04 23:27:17] [INIT] CP_FW: (unknown)
[2026-08-04 23:27:17] [INIT] IMSI:  460089087110299
[2026-08-04 23:27:17] [APN] load from apn.json (path=/usr/dial/apn.json, count=0)
[2026-08-04 23:27:17] [INIT] APN set success
[2026-08-04 23:27:17] [INIT] set_reconnect_mode(NORMAL): OK
[2026-08-04 23:27:17] [INIT] ql_data_call_config: OK
[2026-08-04 23:27:17] [INIT] Starting Data Call...
[2026-08-04 23:27:17] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:3 | RSRP:-115 RSRQ:-19 SNR:-20 RSSI:-100 | TEMP:-1 | DownTime:0s
[2026-08-04 23:27:17] [DIAG] IP:10.1.2.3 | CEER:0,-1 | PDP:+CGACT: 1,1
[2026-08-04 23:28:57] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:3 | RSRP:-115 RSRQ:-19 SNR:-20 RSSI:-100 | TEMP:-1 | DownTime:28s
[2026-08-04 23:28:57] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:3 | RSRP:-115 RSRQ:-19 SNR:-20 RSSI:-100 | TEMP:-1 | DownTime:58s
[2026-08-04 23:28:57] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:3 | RSRP:-115 RSRQ:-19 SNR:-20 RSSI:-100 | TEMP:-1 | DownTime:88s
[2026-08-04 23:30:37] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:3 | RSRP:-115 RSRQ:-19 SNR:-20 RSSI:-100 | TEMP:-1 | DownTime:118s
[2026-08-04 23:30:37] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:3 | RSRP:-115 RSRQ:-19 SNR:-20 RSSI:-100 | TEMP:-1 | DownTime:148s
[2026-08-04 23:30:37] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:3 | RSRP:-115 RSRQ:-19 SNR:-20 RSSI:-100 | TEMP:-1 | DownTime:178s
[2026-08-04 23:30:37] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:3 | RSRP:-115 RSRQ:-19 SNR:-20 RSSI:-100 | TEMP:-1 | DownTime:208s
[2026-08-04 23:32:17] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:3 | RSRP:-115 RSRQ:-19 SNR:-20 RSSI:-100 | TEMP:-1 | DownTime:238s
[2026-08-04 23:32:17] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:3 | RSRP:-115 RSRQ:-19 SNR:-20 RSSI:-100 | TEMP:-1 | DownTime:268s
[2026-08-04 23:32:17] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:3 | RSRP:-115 RSRQ:-19 SNR:-20 RSSI:-100 | TEMP:-1 | DownTime:298s
[2026-08-04 23:33:57] [HEARTBEAT] SIM_AT:READY | SIM_CB:UNKNOWN | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:3 | RSRP:-115 RSRQ:-19 SNR:-20 RSSI:-100 | TEMP:-1 | DownTime:329s
[2026-08-04 23:33:57] [INFO] never-connected, policy recovery (L1/L2/L3) gated. Downtime 333s, REG=1, suspected SIM/account issue (e.g. suspended / no data plan).
