[2026-08-18 23:15:03] [INIT] Fast Retry Limit Reached. Entering persistent loop mode.
[2026-08-18 23:15:03] [INIT] Starting dial initialization...
[2026-08-18 23:15:03] [INIT] Waiting for ql_data_call_init...
[2026-08-18 23:15:03] [INIT] data_call_init OK.
[2026-08-18 23:15:03] [INIT] NW service init OK.
ql_sim_init ok
[2026-08-18 23:15:03] [SIM] sim_init OK
[2026-08-18 23:15:03] [INIT] ICCID: (empty)
[2026-08-18 23:15:03] [INIT] SIM state: READY
[2026-08-18 23:15:03] [APN] load from apn.json (path=/usr/dial/apn.json, count=0)
[2026-08-18 23:15:03] [INIT] APN set success
[2026-08-18 23:15:03] [INIT] set_reconnect_mode(NORMAL): OK
[2026-08-18 23:15:03] [INIT] ql_data_call_config: OK
[2026-08-18 23:15:03] [INIT] Starting Data Call...
[2026-08-18 23:15:03] [INIT] IMEI:    865965086914080
[2026-08-18 23:15:03] [INIT] FW:      (unknown)
[2026-08-18 23:16:43] [INIT] SUB:     (unknown)
[2026-08-18 23:16:43] [INIT] AP_FW:   (unknown)
[2026-08-18 23:16:43] [INIT] CP_FW:   (unknown)
[2026-08-18 23:16:43] [INIT] IMSI:    460089087110299
[2026-08-18 23:16:43] [INIT] Operator:+COPS: 0,2,"46000",7
[2026-08-18 23:16:43] [INIT] CEREG:  +CEREG: 0,1 (REG=1)
[2026-08-18 23:16:43] [INIT] CFUN:    +CFUN: 1
[2026-08-18 23:16:43] [INIT] PDP cfg: +CGDCONT: 1,"IP","internet","0.0.0.0",0,0,0,0
##### PRO type 
[2026-08-18 23:16:43] [LED] startup, send blink
[2026-08-18 23:16:43] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:0s
[2026-08-18 23:16:43] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:0s
[2026-08-18 23:16:43] [INFO] SDK auto-reconnect phase started (interval=25s). L1 at 300s, L2 at 600s, L3 at 2100s.
[2026-08-18 23:18:23] [DIAG] IP:10.1.2.3 | CEER:0,-1 | PDP:+CGACT: 1,1
[2026-08-18 23:18:23] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:17s
[2026-08-18 23:18:23] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:50s
[2026-08-18 23:20:03] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:84s
[2026-08-18 23:20:03] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:130s
[2026-08-18 23:20:03] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:165s
[2026-08-18 23:21:43] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:195s
[2026-08-18 23:21:43] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:240s
[2026-08-18 23:21:43] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:270s
[2026-08-18 23:23:23] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:324s
[2026-08-18 23:23:23] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:355s
[2026-08-18 23:25:03] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:390s
[2026-08-18 23:25:03] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:437s
[2026-08-18 23:25:03] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:467s
[2026-08-18 23:26:43] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:511s
[2026-08-18 23:26:43] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:546s
[2026-08-18 23:26:43] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:578s
[2026-08-18 23:28:23] [HEARTBEAT] SIM_AT:READY | SIM_CB:READY | REG:1 | SRV:2 RAT:LTE DENY:0 | CSQ:18 | RSRP:-88 RSRQ:-10 SNR:180 RSSI:-65 | TEMP:-1 | DownTime:627s
